283,TRITON - TPU Heater,Normal,Orion
284,TRITON - TPU Heater,Normal,Capital Power
285,TRITON - Legacy No Heater,Normal,Verve Energy
286,TRITON - Legacy Heater,Normal,AV3 Humphreys
287,TRITON - Legacy Heater,Normal,Clean Energy Renewables
288,TRITON - Legacy Heater,Normal,NaturEner
289,TRITON - Legacy Heater,Normal,RES Canada
290,TRITON - Legacy Heater,Normal,BP Wind
291,TRITON - Legacy No Heater,Normal,Acciona Australia
292,TRITON - TPU No Heater,Normal,CS Energy
293,TRITON - Legacy No Heater,Normal,Transfield
294,TRITON - OPS,Normal,Horizon
295,TRITON - Legacy Heater,Normal,Acciona
296,TRITON - TPU Heater,Normal,Pattern
297,TRITON - Legacy Heater,Normal,Horizon
298,TRITON - TPU Heater,Normal,NextEra
299,TRITON - TPU Heater,Normal,NextEra
300,TRITON - Legacy Heater,Normal,Fersa
301,TRITON - TPU Heater,Normal,NextEra
302,TRITON - TPU Heater,Normal,NextEra
303,TRITON - TPU Heater,Normal,NextEra
304,TRITON - Legacy Heater,Normal,Horizon
305,TRITON - TPU Heater,Normal,RES
306,TRITON - TPU Heater,Normal,NextEra
307,TRITON - TPU Heater,Normal,First Wind
308,TRITON - Legacy Heater,Normal,Eurus
309,TRITON - TPU Heater,Normal,NextEra
310,TRITON - Legacy Heater,Normal,Gamesa USA
311,TRITON - TPU Heater,Normal,First Wind
312,TRITON - Legacy No Heater,Normal,EDF ER
313,TRITON - Legacy No Heater,Normal,EDPR
314,TRITON - TPU No Heater,Normal,Alcen
315,TRITON - Legacy No Heater,Normal,BlackVeatch
316,TRITON - Legacy No Heater,Normal,Hayes McKenzie
317,TRITON - Legacy Heater,Normal,NaturEner
318,TRITON - Legacy Heater,Normal,NaturEner
319,TRITON - TPU Heater,Normal,WindLogics
320,TRITON - Legacy Heater,Normal,Invenergy
321,TRITON - TPU Heater,Normal,Tradewind Energy
322,TRITON - TPU Heater,Normal,RES Canada
323,TRITON - TPU Heater,Normal,Secondwind
324,TRITON - Legacy No Heater,Normal,Moonies Hill
325,TRITON - Legacy No Heater,Normal,Compagnie du Vent
326,TRITON - Legacy No Heater,Normal,West Wind
327,TRITON - TPU No Heater,Normal,Compagnie du Vent
328,TRITON - TPU Heater,Normal,NextEra
329,TRITON - TPU Heater,Normal,First Wind
330,TRITON - Legacy Heater,Normal,RES Canada
331,TRITON - Legacy Heater,Normal,KCPL
332,TRITON - TPU Heater,Normal,Weatherflow
333,TRITON - TPU Heater,Custom,Nordex France
334,TRITON - Legacy Heater,Normal,Nordex
335,TRITON - TPU Heater,Normal,Griggs Steele
336,TRITON - Legacy Heater,Normal,Baseline Renewables
337,TRITON - TPU Heater,Normal,AWS Truepower
338,TRITON - TPU No Heater,Normal,Mainstream SA
339,TRITON - Legacy No Heater,Normal,Trustpower
340,TRITON - Legacy Heater,Normal,BP Wind
341,TRITON - TPU Heater,Normal,Georgia Power
342,TRITON - Legacy Heater,Normal,Padoma
343,TRITON - TPU Heater,Normal,RampCast SCE
344,TRITON - TPU Heater,Normal,DTE
345,TRITON - Legacy Heater,Normal,Wheatridge
346,TRITON - Legacy Heater,Normal,Wheatridge
347,TRITON - Legacy Heater,Normal,Windstream
348,TRITON - Legacy No Heater,Normal,BioTherm
349,TRITON - Legacy No Heater,Normal,Wind Lab SA
350,TRITON - Legacy No Heater,Normal,BioTherm
351,TRITON - Legacy Heater,Normal,Ridgeline
352,TRITON - TPU Heater,Normal,RampCast SCE
353,TRITON - TPU Heater,Normal,NextEra
354,TRITON - Legacy Heater,Normal,Alliant
355,TRITON - Legacy No Heater,Normal,BioTherm
356,TRITON - Legacy Heater,Normal,Alliant
357,TRITON - TPU Heater,Normal,NaturEner
358,TRITON - TPU No Heater,Normal,RWE Npower
359,TRITON - Legacy No Heater,Normal,Wind Lab SA
360,TRITON - TPU Heater,Normal,RampCast SCE
361,TRITON - Legacy Heater,Normal,Baseline Renewables
362,TRITON - Legacy Heater,Normal,RES
363,TRITON - TPU Heater,Normal,Capital Power
364,TRITON - TPU Heater,Normal,Alcen
365,TRITON - Legacy No Heater,Normal,Main Power
366,TRITON - Legacy No Heater,Normal,Dulas
367,TRITON - TPU No Heater,Normal,Meridian
368,TRITON - Legacy Heater,Normal,EDPR
369,TRITON - Legacy Heater,Normal,WindProspect PL
371,TRITON - Legacy Heater,Normal,BP Wind
372,TRITON - TPU No Heater,Custom,Meridian
373,TRITON - Legacy No Heater,Normal,Movipower
374,TRITON - Legacy Heater,Normal,Edison Mission Energy
375,TRITON - Legacy No Heater,Normal,Eurosat
376,TRITON - TPU No Heater,Normal,Wind Lab AU
377,TRITON - TPU Heater,Normal,NextEra
378,TRITON - Legacy Heater,Custom,RES Canada
379,TRITON - Legacy No Heater,Normal,Afriweather
380,TRITON - Legacy No Heater,Normal,SSE
381,TRITON - TPU Heater,Normal,Apex Wind
382,TRITON - Legacy Heater,Normal,Whitetail
383,TRITON - Legacy Heater,Normal,Apex Wind
384,TRITON - TPU Heater,Normal,Gamesa USA
385,TRITON - TPU Heater,Normal,Capital Power
386,TRITON - Legacy No Heater,Normal,Airtech
387,TRITON - Legacy No Heater,Normal,Texas Wind Group
388,TRITON - Legacy No Heater,Normal,Navy
389,TRITON - Legacy Heater,Normal,Broken Bow
390,TRITON - Legacy No Heater,Normal,WPWA
391,TRITON - Legacy No Heater,Normal,WCE
392,TRITON - Legacy No Heater,Normal,Gamesa
393,TRITON - Legacy Heater,Normal,Mainstream SA
394,TRITON - Legacy Heater,Normal,Champlin Wind
395,TRITON - TPU Heater,Normal,Mainstream
396,TRITON - Legacy No Heater,Normal,Gamesa
397,TRITON - TPU No Heater,Normal,Eolfi
398,TRITON - Legacy Heater,Normal,ECSU
399,TRITON - TPU Heater,Normal,Gamesa USA
400,TRITON - TPU Heater,Normal,RampCast SCE
401,TRITON - Legacy Heater,Normal,2morrow Energy
402,TRITON - Legacy Heater,Normal,Gamesa USA
403,TRITON - TPU No Heater,Normal,Hayes McKenzie
405,TRITON - Legacy No Heater,Normal,Mainstream SA
406,TRITON - Legacy Heater,Normal,RES
407,TRITON - Legacy Heater,Normal,Champlin Wind
408,TRITON - Legacy Heater,Normal,Infinis
409,TRITON - Legacy Heater,Normal,Onsemble
410,TRITON - Legacy Heater,Normal,allEarth
411,TRITON - Legacy No Heater,Normal,Dulas
412,TRITON - TPU No Heater,Normal,Ibereolica
413,TRITON - Legacy No Heater,Normal,BioTherm
414,TRITON - Legacy Heater,Normal,Mainstream SA
415,TRITON - Legacy No Heater,Normal,RialmaSa
416,TRITON - Legacy Heater,Normal,Bealenergy
417,TRITON - TPU Heater,Normal,Invenergy
418,TRITON - Legacy Heater,Normal,Invenergy
419,TRITON - Legacy Heater,Normal,Mainstream
420,TRITON - TPU Heater,Normal,Pattern
421,TRITON - Legacy Heater,Normal,Tradewind Energy
422,TRITON - Legacy Heater,Normal,Dulas
423,TRITON - Legacy Heater,Normal,KB Energy
424,TRITON - Legacy No Heater,Normal,Pacific Hydro
425,TRITON - TPU No Heater,Normal,Mainstream - Chile
426,TRITON - Legacy No Heater,Normal,Neoen
427,TRITON - Legacy No Heater,Normal,State Electric Co
428,TRITON - TPU No Heater,Normal,Mainstream SA
429,TRITON - Legacy No Heater,Normal,State Electric Co
430,TRITON - Legacy Heater,Normal,BP Wind
431,TRITON - TPU Heater,Normal,Geronimo
432,TRITON - Legacy Heater,Normal,Dulas
433,TRITON - Legacy No Heater,Normal,Navy
434,TRITON - Legacy Heater,Normal,BP Wind
435,TRITON - TPU Heater,Normal,Geronimo
436,TRITON - Legacy Heater,Normal,NSAC
437,TRITON - Legacy Heater,Normal,Yudean
438,TRITON - OPS,Normal,Pattern
439,TRITON - Legacy Heater,Normal,SMUD
440,TRITON - Legacy Heater,Normal,TransCanada
441,TRITON - Legacy Heater,Normal,Padoma
442,TRITON - Legacy Heater,Normal,Dept. of State
443,TRITON - Legacy Heater,Normal,PUGET SOUND ENERGY
444,TRITON - TPU Heater,Normal,Edf EN CA
446,TRITON - TPU Heater,Normal,RampCast SCE
447,TRITON - Legacy No Heater,Normal,Trustpower
448,TRITON - TPU No Heater,Normal,Southern Company
449,TRITON - TPU Heater,Normal,RES Canada
450,TRITON - TPU Heater,Normal,Edf EN CA
451,TRITON - Legacy Heater,Normal,NPPD
452,TRITON - Legacy No Heater,Normal,RWE Npower
453,TRITON - Legacy Heater,Normal,Invenergy
454,TRITON - Legacy No Heater,Normal,Mainstream SA
455,TRITON - Legacy No Heater,Normal,Caja Rural
456,TRITON - Legacy No Heater,Normal,Truenergy
457,TRITON - Legacy Heater,Normal,Infinis
458,TRITON - TPU Heater,Normal,Nordex France
459,TRITON - TPU Heater,Normal,KB Energy
460,TRITON - Legacy Heater,Normal,Apex Wind
461,TRITON - Legacy Heater,Normal,Acciona
462,TRITON - Legacy No Heater,Normal,Truenergy
463,TRITON - Legacy No Heater,Normal,FloDesign
464,TRITON - Legacy Heater,Normal,Apex Wind
465,TRITON - TPU No Heater,Normal,LAP
466,TRITON - TPU Heater,Normal,Orion
467,TRITON - Legacy Heater,Normal,Scottish Power
468,TRITON - TPU Heater,Normal,Apex Wind
469,TRITON - TPU Heater,Normal,Infinity Wind
470,TRITON - TPU Heater,Normal,SSE
471,TRITON - Legacy No Heater,Normal,Mainstream SA
472,TRITON - Legacy Heater,Normal,BP Wind
473,TRITON - TPU Heater,Custom,EDF
474,TRITON - Legacy Heater,Normal,Dulas
475,TRITON - Legacy Heater,Normal,allEarth
476,TRITON - Legacy No Heater,Normal,Shah
477,TRITON - Legacy Heater,Normal,Eurus
478,TRITON - Legacy No Heater,Normal,Mainstream SA
479,TRITON - Legacy No Heater,Normal,Wind Prospect SA
480,TRITON - TPU No Heater,Normal,Mainstream SA
481,TRITON - Legacy Heater,Normal,GDF Suez Zielona
482,TRITON - TPU No Heater,Normal,Mainstream SA
483,TRITON - TPU No Heater,Normal,Afriweather
484,TRITON - Legacy No Heater,Normal,GeoTek
485,TRITON - Legacy No Heater,Normal,GeoTek
486,TRITON - Legacy No Heater,Normal,Mainstream - Chile
487,TRITON - Legacy Heater,Normal,Infinis
488,TRITON - Legacy Heater,Normal,allEarth
489,TRITON - Legacy Heater,Normal,BP Wind
490,TRITON - Legacy No Heater,Normal,PEC
491,TRITON - Legacy No Heater,Normal,Acciona Australia
492,TRITON - Legacy No Heater,Normal,Neoen
494,TRITON - TPU Heater,Normal,Falck Renewables
495,TRITON - Legacy No Heater,Normal,Wind Lab SA
496,TRITON - Legacy No Heater,Normal,Trustpower
497,TRITON - TPU Heater,Normal,Dulas
498,TRITON - TPU No Heater,Normal,Hydro Tasmania
499,TRITON - Legacy No Heater,Normal,Wind Force
500,TRITON - TPU No Heater,Normal,ESKOM
501,TRITON - TPU Heater,Normal,Apex Wind
502,TRITON - Legacy No Heater,Normal,Pacific Hydro Chile
503,TRITON - TPU Heater,Normal,WindProspect
504,TRITON - Legacy No Heater,Normal,Mainstream - Chile
505,TRITON - Legacy No Heater,Normal,Mainstream - Chile
506,TRITON - Legacy No Heater,Normal,Mainstream
507,TRITON - TPU Heater,Normal,Apex Wind
508,TRITON - TPU Heater,Normal,Apex Wind
509,TRITON - TPU Heater,Normal,Apex Wind
510,TRITON - TPU No Heater,Normal,Casa Dos Ventos
511,TRITON - TPU No Heater,Normal,Casa Dos Ventos
512,TRITON - TPU No Heater,Normal,Weatherflow
513,TRITON - TPU No Heater,Normal,ESKOM
514,TRITON - TPU Heater,Normal,Exelon
515,TRITON - TPU Heater,Normal,Apex Wind
516,TRITON - TPU Heater,Normal,Exelon
517,TRITON - TPU Heater,Normal,Exelon
518,TRITON - TPU Heater,Normal,Apex Wind
519,TRITON - TPU No Heater,Normal,Furnas
520,TRITON - TPU No Heater,Normal,Furnas
521,TRITON - TPU No Heater,Normal,GeoTek
522,TRITON - TPU No Heater,Normal,ESKOM
523,TRITON - TPU Heater,Normal,Orion
524,TRITON - TPU No Heater,Normal,ESKOM
525,TRITON - TPU No Heater,Normal,Weatherflow
526,TRITON - Legacy Heater,Normal,WCE
527,TRITON - TPU No Heater,Normal,Firewheel
528,TRITON - TPU Heater,Normal,Orion
529,TRITON - TPU Heater,Normal,Secondwind
530,TRITON - TPU No Heater,Normal,Firewheel
531,TRITON - TPU No Heater,Normal,Ratch
532,TRITON - Legacy No Heater,Normal,FIO
533,TRITON - TPU Heater,Normal,Secondwind
534,TRITON - Legacy No Heater,Normal,Ratch
536,TRITON - Legacy Heater,Normal,EWS
537,TRITON - Legacy No Heater,Normal,Ratch
538,TRITON - Legacy No Heater,Normal,Ratch
539,TRITON - TPU No Heater,Normal,Compagnie du Vent
540,TRITON - TPU No Heater,Normal,Compagnie du Vent
541,TRITON - TPU No Heater,Custom,UPC Renewables
542,TRITON - Legacy No Heater,Normal,Hydro-Star Energy
543,TRITON - TPU Heater,Normal,Apex Wind
544,TRITON - TPU Heater,Normal,juwi Wind
545,TRITON - TPU Heater,Normal,Exelon
546,TRITON - TPU Heater,Normal,Exelon
547,TRITON - Legacy No Heater,Normal,FCC
548,TRITON - TPU No Heater,Normal,Weatherflow
549,TRITON - TPU Heater,Normal,NextEra
550,TRITON - TPU No Heater,Normal,RES
551,TRITON - TPU Heater,Normal,EverPower
552,TRITON - TPU Heater,Normal,SSE
553,TRITON - Legacy No Heater,Normal,Hydro-Star Energy
554,TRITON - TPU No Heater,Normal,RES Australia
555,TRITON - TPU No Heater,Normal,GeoTek
556,TRITON - Legacy Heater,Normal,Apex Wind
557,TRITON - TPU No Heater,Normal,GeoTek
558,TRITON - TPU No Heater,Normal,LAP
559,TRITON - TPU No Heater,Normal,RES UK
560,TRITON - TPU No Heater,Normal,Casa Dos Ventos
561,TRITON - TPU No Heater,Normal,Casa Dos Ventos
562,TRITON - Legacy Heater,Normal,Apex Wind
563,TRITON - TPU Heater,Custom,Apex Wind
564,TRITON - TPU Heater,Normal,Apex Wind
565,TRITON - TPU Heater,Normal,NextEra
566,TRITON - TPU Heater,Normal,NextEra
567,TRITON - TPU Heater,Normal,NextEra
568,TRITON - TPU Heater,Normal,NextEra
569,TRITON - TPU No Heater,Normal,Casa Dos Ventos
570,TRITON - TPU No Heater,Normal,Casa Dos Ventos
571,TRITON - TPU No Heater,Normal,Casa Dos Ventos
572,TRITON - TPU No Heater,Normal,Casa Dos Ventos
573,TRITON - TPU No Heater,Normal,C-WET
577,TRITON - TPU No Heater,Normal,Wind Lab SA
578,TRITON - TPU No Heater,Normal,Wind Lab SA
579,TRITON - TPU Heater,Normal,NextEra
580,TRITON - OPS,Normal,NextEra
581,TRITON - TPU Heater,Normal,Gamesa
582,TRITON - TPU Heater,Normal,NextEra
583,TRITON - TPU Heater,Normal,NextEra
584,TRITON - TPU Heater,Normal,NextEra
585,TRITON - TPU Heater,Normal,NextEra
586,TRITON - TPU No Heater,Normal,Wind Lab SA
587,TRITON - TPU Heater,Normal,NextEra
588,TRITON - TPU Heater,Normal,NextEra
589,TRITON - TPU Heater,Normal,NextEra
590,TRITON - TPU Heater,Normal,NextEra
591,TRITON - TPU Heater,Normal,NextEra
592,TRITON - TPU Heater,Normal,NextEra
593,TRITON - TPU Heater,Normal,NextEra
594,TRITON - TPU Heater,Normal,NextEra
595,TRITON - TPU No Heater,Normal,RES
596,TRITON - TPU Heater,Normal,NextEra
597,TRITON - TPU Heater,Normal,NextEra
598,TRITON - TPU Heater,Normal,NextEra
599,TRITON - TPU Heater,Normal,NextEra
600,TRITON - TPU Heater,Normal,NextEra
601,TRITON - TPU No Heater,Normal,UPC Renewables
602,TRITON - TPU Heater,Normal,Exelon
603,TRITON - OPS,Normal,Exelon
604,TRITON - TPU Heater,Normal,TÜV SÜD
605,TRITON - TPU Heater,Normal,VaisalaHEL
606,TRITON - TPU No Heater,Normal,Climatik
607,TRITON - TPU Heater,Normal,Exelon
608,TRITON - OPS,Normal,Samsung
609,TRITON - TPU Heater,Normal,Ecofys
610,TRITON - TPU Heater,Normal,RES Canada
611,TRITON - TPU Heater,Normal,Geronimo
612,TRITON - TPU Heater,Custom,GE Power & Water
613,TRITON - TPU Heater,Normal,Puhuri
614,TRITON - TPU Heater,Custom,GE Power & Water
615,TRITON - TPU Heater,Normal,Puhuri
616,TRITON - TPU No Heater,Normal,NREL
617,TRITON - TPU Heater,Normal,Edf EN CA
618,TRITON - TPU Heater,Normal,Alliant
619,TRITON - TPU Heater,Normal,Exelon
620,TRITON - TPU Heater,Normal,NextEra
621,TRITON - TPU Heater,Normal,NextEra
622,TRITON - TPU No Heater,Normal,Hobeco
623,TRITON - TPU No Heater,Normal,EDC
624,TRITON - TPU Heater,Normal,NextEra
625,TRITON - TPU Heater,Normal,NextEra
626,TRITON - TPU Heater,Normal,NextEra
627,TRITON - TPU Heater,Normal,NextEra
628,TRITON - TPU Heater,Normal,NextEra
629,TRITON - TPU Heater,Normal,NextEra
630,TRITON - TPU Heater,Normal,NextEra
631,TRITON - TPU No Heater,Normal,Casa Dos Ventos
632,TRITON - TPU No Heater,Normal,Casa Dos Ventos
633,TRITON - TPU No Heater,Normal,Casa Dos Ventos
634,TRITON - TPU Heater,Normal,NextEra
635,TRITON - TPU No Heater,Normal,Valorem
636,TRITON - TPU No Heater,Normal,Wind Energy Holding
637,TRITON - TPU No Heater,Normal,Wind Energy Holding
638,TRITON - TPU No Heater,Normal,Climatik
639,TRITON - TPU No Heater,Normal,Climatik
640,TRITON - TPU No Heater,Normal,Climatik
641,TRITON - TPU No Heater,Normal,NREL
642,TRITON - TPU No Heater,Normal,Windlab Tanzania
643,TRITON - Legacy No Heater,Custom,Enel Chile
644,TRITON - TPU No Heater,Normal,SunEdison Chile
645,TRITON - TPU No Heater,Normal,Climatik
646,TRITON - TPU Heater,Normal,NextEra
647,TRITON - TPU Heater,Normal,NextEra
648,TRITON - TPU Heater,Normal,NextEra
649,TRITON - TPU Heater,Normal,NextEra
650,TRITON - TPU Heater,Normal,NextEra
651,TRITON - TPU Heater,Normal,Calpine
652,TRITON - TPU Heater,Normal,WindLogics
653,TRITON - TPU Heater,Normal,NextEra
654,TRITON - TPU Heater,Normal,SunEdison
655,TRITON - TPU Heater,Normal,SunEdison
656,TRITON - TPU Heater,Normal,SunEdison
657,TRITON - TPU Heater,Normal,SunEdison
658,TRITON - TPU Heater,Normal,Innergex
